"Case Name","Description","Attorney / Staff Member","Status / Next Steps","Document Type","Deadline","Documents","Lead Plaintiff Counsel?","Status","Tier","Last Updated"
"Tang v. Kramar (5:20-cv-01741)","Courts > California Northern District Court<br />Filed: Mar 11, 2020<br />Judge: Susan Van Keulen<br />Nature of Suit: Immigration - Other Immigration Actions<br />Cause: Civil Miscellaneous Case","","","","","","No","Prospective","","04/10/2020 12:38pm"
"TATARI v. BARR et al, 1:20-cv-01430 (D.C.D.C.)","5/29/20 Complaint filed - sealed","","5/29/20 Complaint Writ of Mandamus and Declaratory and Injunctive Relief against All Defendants","","","","No","Prospective","","05/29/2020 6:18pm"
"Technology Resource Group, LLC v. USCIS, 1:19-00786 (D.D.C.)","Judicial Review of Agency Actions<br /><br />*Related case is ITServe Alliance, Inc. v. USCIS, 18-02350","","*See Lead case for updates<br /><br />Complaint filed 3/21/19; Per Briefing Order - Pltf's Mtn to be filed 4/3/19; Defs' Opp/Cross-Mtn due 4/19/19; Pltf's Opp due 4/26/19; Defs' Reply due 5/3/19; Mtn Hrg set for 5/9/19; *Briefing to be filed only in Lead case, 18-02350","","","","No","Prospective","2","09/09/2020 11:46am"
"Tekinvaderz, LLC v. U.S. CIS, 1:19-00543 (U.S.D.C. D.D.C.)","Judicial Review of Agency Actions<br /><br />*Related to case ITServe Alliance, Inc. v. U.S. CIS, 18-02350","","*See current Briefing Schedule in ITServe Alliance, Inc. v. USCIS for status updates<br /><br />Complaint filed 2/28/19","","","","No","Prospective","2","04/29/2019 10:22am"
"Teneng, et al. v. Trump, et al., 18-01609 (U.S.D.C. C.D.CA)","Civil Detainee - Conditions of Confinement","","Ntc of Settlmt filed 10/26/18; Per DistCt Scheduling Ntc on 10/29/18 - parties shall file either (1) a proper Stip and Order for Dismissal or Jdgmt or (2) a Mtn to Reopen if settlmt has not been consummated by 11/28/18; Pltfs' Mtn to Reopen Case filed 11/28/18; Ntc of Filing Deficiencies entered by Clerk on 11/29/18, Ct to direct parties on how to proceed","","","","No","Prospective","2","05/06/2019 12:02pm"
"Tennessee, et al. v. U.S. Dep't State, et al., 0:18-05478 (6th Cir.) / 1:17-01040 (U.S.D.C. W.D.TN)","Plaintiffs Tennessee General Assembly, State Senator John Stevens, and State Rep Terri Lynn Weaver brought this action contending that federal laws requiring the State of TN to provide Medicaid benefits to refugees, under threat of losing its federal Medicaid funding, coerce the State into subsidizing the Federal Refugee Resettlement Program. Plaintiffs seek a declaration that the challenged laws exceed Congress’ authority under the U.S. Constitution’s Spending Clause and violate the 10th Amendment. They also seek injunctive relief prohibiting further refugee resettlements in TN until the Federal Government absorbs all costs of those resettlements","CJH","DistCt Order granting Defs' MTD 3/19/18; Pltfs appealed Order on MTD to 6th Cir. 5/11/18; 6th Cir. affirmed DistCt decision on 7/24/19; 6th Cir. Order denying Pltfs' Pet'n for En Banc Rehearing 10/16/19; Mandate issued 10/24/19;<br />SCt: TMLC preparing to file Pet'n for Cert by 1/14/20<br /><br />IRLI notice to counsel needs to be emailed by 2/3/20; IRLI Amicus Suppt Pet'n for Cert will be due 2/13/20; 12/5/19 - Chris to assign IRLI attorney (maybe Lew?)<br />Per Dale - Please consider an amicus brief in the SCt in this case when the time comes. Joanne Bregman is a good friend, activist, and our refugee resettlement expert. At the appropriate time, we can also offer to Lorraine/AUSA for her to seek additional amici","Deadline for filing Amicus Brief","02/13/2020","","No","Active","","04/10/2020 11:16am"
"Texan Dogs, LLC v. GARLAND, 4:21-cv-01882 (S.D. Tex.)","Administrative Procedure Act (hereinafter “the APA”) based on the D's unlawful, arbitrary, and ultra vires denial of the I-129 non-immigrant petition for an alien worker filed by Texan Dogs, LLC (hereinafter “the Plaintiff”) on behalf of Faiz Makani (hereinafter “the Beneficiary”) to classify him as a multinational executive on the L-1 visa. IRLI advocating on behalf of D","John Miano","6/9/21 Complaint; 6/10/21 Initial Conf. 9/10; 9/30/21 Response, Motion to Dismiss; 10/18/21 Service returned, D's Answer Motion to Dismiss 12/6; 10/25/21 D's reply and Opp to Ps response; 10/28/21 First REPLY to Response; 11/2/21 Answer to complaint, Prop. scheduling order agreed; 11/2/21 MOTIONS FOR LEAVE TO AMEND PLEADINGS 1/30/22; 11/19/21 SCHEDULING ORDER. Amended Pleadings due 1/30/202, Joinder of Parties 1/15/21, Disp. Motion Filing by 4/15/22,  Non-Dispositive Motion Filing by 4/15/22, Joint Pretrial Order due 7/8/22, Jury Trial 8/1/22; 11/30/21 NOTICE OF FILING CERTIFIED ADMINISTRATIVE RECORD UNDER SEAL; 2/15/22 1st SJ Motion; 3/25/22 X SJ-Motion; 5/9/22 Reply in support of X-SJ-Motion; <br /> <br />IRLI <br />","Defendants Answer or Motion to Dismiss due 12/6, IRLI Brief in support of Defendant due 12/13","12/13/2021","","No","Active","","05/16/2022 12:24pm"
"TEXAS CIVIL RIGHTS PROJECT v.  U.S. ICE, 1:20-cv-02389 (D.D.C.)","US now using several hotel companies including Hilton, Marriott to detain migrant children, See also 8/29/20 US Today article.","CHH","8/27/20 Complaint; 10/8/20 D's Answer to Complaint; 11/4/20 Status Rpt; 1/4/21 Joint Status Rpt; 1/5/21 Minute Order; 1/20/21 Joint Status Rpt; 4/20/21 Order grant to w/d as atty; 5/10/21 Order, Set/Reset Deadlines: Joint Status Report due by 7/6; 1/10/22 JSR; 3/10/22 JSR; 5/10/22 JSR; 9/12/22 JSR; ","JSR","10/12/2022","","No","Active","","09/13/2022 3:51pm"
"TEXAS CIVIL RIGHTS PROJECT v. WOLF et al, 1:20-cv-02035 (D.D.C.)","Lawsuit challenges imminent expulsion of migrant children previously held at Texas hotel","IRLI Mark, Chris or Gina","7/24/20 Complaint; 7/31/20 Standing Order; 8/6/20 P's Notice to Dismiss; 8/10/20 Order Case Dismissed w/o Prej. Case Closed ","Case closed ","08/10/2020","","No","Archive","","09/08/2020 5:48pm"
"The City of New York v. Whitaker, et al., 18-06474 (related S.D.NY)","Challenging requirements for Byrne JAG funding<br /><br />*Consolidated - Lead case is State of New York v. Dep't of Justice, 18-06471","","*See Lead case for updates<br />Opinion and Order entered 11/30/18 granting Pltf's Mtn Partial Summ Judgmt, denying Defs' Mtn Partial Summ Judgmt and parties granted leave to file Mtns regarding the FY 2018 conditions; Defs filed Ntc of Interlocutory Appeal to 2nd Cir. of DistCt Memo & Opinion 1/28/19; Pltf filed Mtn Partial Summ Judgmt 3/1/19; Defs' MTD filed 4/12/19<br /><br />4/4/19 - sent to Chris for consideration","","","","No","Prospective","2","12/14/2020 11:37am"
"The City of Seattle, et al. v. Dep't Homeland Security, et al., 3:19-07151 (U.S.D.C. N.D.CA)","Challenges to changes to USCIS fee waiver regulation for naturalization applications, which severely limit the ability of low-income Lawful Permanent Residents to apply for naturalization in violation of APA - USCIS has announced that it will no longer consider an applicant’s use of public benefits as evidence of qualification for a fee waiver. This change effectively creates a wealth test for citizenship and will block large numbers of<br />low-income LPRs from becoming citizens<br /><br />","","Complaint filed 10/29/19","","","","No","Prospective","2","11/04/2019 12:22pm"
"The General Land Office and Bush v. Biden,  22-40110 (5th Cir.), 7:21-cv-00272 (S.D. Tex.)","lawsuit over Biden's immigration policies and destruction of land due to illegal aliens. Texas Atty representing General Land Office: Donato D Ramos, Law Offices Of Donato D Ramos PLLC, 956-722-9909. Lead case consolidated w/member case:  Missouri v. Biden, No. 7:21-cv-420 & 6:21-cv-00052<br /><br /><br />","Matt Crapo","7/13/2021 Complaint; 7/15/21 ORDER for Initial Pretrial and Scheduling Conference and Order to Disclose Interested Persons. Initial Conference set for 9/14; 11/29/21 Cases consolidated, D’s response to Missouri’s and Texas’s PI Motion due 12/8, MS & TX reply due 12/17; 12/28/21 IRLI brief, D filed MTD against State P's; 12/30/21 TX/MO PI motion pending; 12/28/21 P's motion to dismiss; 1/10/22 MOTION to Dismiss, Amended Complaint/Counterclaim/Crossclaim by Ds; 1/18/22 P's RESPONSE in Opp MOTION to Dismiss Complaint By the Missouri Ps; 1/31/22 Response; 2/3/22 IRLI brief; 2/22/22 Court cancels Initial Pretrial Conf 4/19; 2/25/22 Notice of Appeal; 3/7/22  appeal; 3/15/22 Opinion and Order; 8/3/2022 Court GRANTS IN PART Gov's first motion to dismiss and leaves Ps Texas General Land Office’s and Commissioner Bush’s counts seven and eight for an alleged violation of the Administrative Procedure Act pending. The Court GRANTS the Gov’s second motion to dismiss and DISMISSES all claims of Ps Texas and Missouri. As a result, the Court DENIES AS MOOT Texas’s and Missouri’s PI motion; 8/3/22 OPINION AND ORDER grants in part and denies in part MOTION to Dismiss Amended Complaint/Counterclaim/Crossclaim etc., grant MOTION to Dismiss Complaint By Missouri P, State Of Texas and State of Missouri terminated; <br /><br />8/8/2022 Notice of Appeal to 5th Cir.: <br /><br />22-40110 appeal 5th cir.;  <br /><br />2/3/22 IRLI amicus; ","Appeal","09/05/2022","","No","Active","","08/10/2022 12:38pm"
"The Geo Group, Inc. v. Newsom, (consol.) 20-56304 (9th Cir.) & 20-56172 (9th Cir.), 3:19-cv-02491 (S.D. Cal.) & 3:20-cv-00154 (S.D. Cal.)  ","Cal. state law: prevented the U.S. Marshals Service from hiring private contractors to run its detention facilities. Title 18 of the U.S. Code on Crimes and Criminal Procedure explicitly states that the Marshals Service may use private contractors to operate detention facilities. Prospective only. 10/5/21 Case terminated; 9th Circuit wrote opinion case 20-56172.  consolidated, 20-56172; 20-56304) (9th Cir.)<br /><br />Cases: 20-56172 and 20-56304<br /><br /> ","Gina D'Andrea","12/19/20 Complaint; 1/7/20 Motion for Prelim. Injunct.; 3/5/20 Response, D's motion to dismiss; 3/13/20 Amicus from pro-immigration groups; 4/9/20 Response; 4/23/20 Reply; D's Motion to Dismiss 7/16/20; 7/9/20 amici briefs; 7/16/20 Minute order; 7/20/20 Consent motion to consolidate cases; 7/24/20 Order grant joint Motion to ext. briefing schedule; 7/30/20 Official transcript; 8/4/20 Supp. Briefing; 10/8/20 PRELIMINARILY ENJOINS Defendants from enforcing A.B. 32 against the USMS's privately contracted CA detention facilities; DOJ will file; 11/6/20 Notice of Appeal to 9th Cir., USCA Case Number 20-56172; 12/7/20 NOTICE OF APPEAL to the 9th Circuit; 12/8/20 USCA Case Number 20-56304; 2/9/21 CA requests to uphold lower court ruling; 6/11/21 25 Reps. have called DOJ to drop case; 10/5/21 9th Circ. Rejects Calif. Ban On Private Prisons; 11/19/21 Notice of Appeal to the 9th Circuit filed by United States of America,54 Notice of Appeal to the 9th Circuit filed by The Geo Group, Inc. The GEO Group, Inc. and the United States of America are directed to file a response to the Petition for Rehearing En Banc filed with the USCA on November 17, 2021; 11/29/21 P's Notice of Appeal to 9th Cir.; 12/20/21 Biden Admin/Geo OPPOSE D's motion for rehrg en banc; 4/26/22 Notice of Appeal En Banc Hrg; <br /><br />9th Cir. 5/10/22 ORDER Notice of Appeal by USA, Notice of Appeal Geo Group, Oral argument 6/21; 6/21/22 Ca argues uphold ban;  <br /><br />IRLI amicus due 5/31/22","IRLI amicus due 5/31, En banc oral argument 6/21/22, Oral Argument 6/21/22","05/31/2022","","No","Active","","08/10/2022 11:58am"
"The New York Immigration Coalition v. DOC, 18-05025, (S.D.N.Y.)","*Consolidated with United States DOC v. State of New York, 18-966<br /><br />Census Case - Scotus' decision regarding depos","CJH; MSV","*Lead case is United States DOC - See Lead Case for updates","","","","No","Archive","","05/30/2019 10:46am"
"The Trustees of Princeton v. USA, 0:18-05245 (D.C. Cir.) / 1:17-02325 (U.S.D.C. D.D.C.)","*Consolidated with NAACP v. Trump, et al., 18-05243 (D.C. Cir.) / 18-588 (S.Ct) / 1:17-01907 (U.S.D.C. D.D.C.)<br /><br />Challenge to Trump rescission of DACA program","CJH; MSV; Co-counsel/Lead is Larry Joseph, Law Office of Lawrence J. Joseph","*Lead case is NAACP - See Lead Case for updates<br /><br />Notice of Appeal seeking review of decision by DistCt - Clerk consolidated case with 18-05243 on 8/13/18<br /><br />IRLI filed Amicus Brief in Suppt Appellant 12/3/18","","","","No","Archive","","05/28/2019 12:11pm"
"Tomas v. US AG, 0:20-agen-14186 (11th Cir.)","(Guatamalan woman) In December 2019, Tomas filed a motion to reopen her removal proceedings and rescind the removal order for lack of proper notice. 13 yrs later filed motion to re-open case. Told BIA she provided her bother's PO Box who signed a declaration that he ""didn't recall"" seeing NTA. Immigration J and BIA denied her request, 11th Circuit vacated and remanded case; Prospective case only<br /><br /> ","Monitor ","11/6/20 Appeal; 12/9/21 BIA Record on Appeal; 3/22/21 Appellee's brief; 4/12/21 Reply; 9/1/21 Opinion vacated and remanded; case terminated 9/1/21; ","","","","No","Archive","","01/05/2022 11:08am"
"(Tony) N. v. USCIS, 3:21-cv-08742 (N.D. Cal.)","Asylum seekers face job losses amid USCIS delays - prospective case only","","11/10/21 Complaint; 11/16/21 re-notice hrg; 11/21/21 ADMINISTRATIVE MOTION to Reset Hearing and Associated Deadlines filed by DHS, USCIS. Responses due 11/26; 11/22/21 Opp. Response; 12/6/21 opp/response; 12/10/21 Reply; 12/17/21 Minute Hrg on pseudonyms; 12/22/21 ORDER GRANTING PLAINTIFFS' ADMINISTRATIVE MOTION TO FILE UNDER SEAL; 1/21/22 D's Motion to Dismiss; 2/4/22 Opp., Response; 2/11/22 D's Reply; 2/18/22 Motion hrg 3/11; 2/22/22 CMC 5/6/22, CMC stmt < 4/29; 3/2/22 Case dismissed w/o prej; <br />","","","","No","Archive","","03/03/2022 10:18am"
"Trump v. New York, 20-366 (U.S.), State of New York v. Trump., 1:20-cv-05770 (S.D.N.Y.)","States and cities sue Trmp Admin over exclusion of counting illegal aliens in Census for Congressional representation. Including illegal aliens would skew representation numbers  for states with smaller populations and with less illegals. ","Chris, Gina, Larry Joseph","7/24/20 Complaint; 7/31/20 Order re: Pretrial Conf. 8/5; 8/7/20 Motion for Partial SJ; 8/14/20 House of Reps Amici briefs, etc. (several filed in favor of P's); 8/19/20 D's Opposition to Motion of Law on Partial SJ; 8/24/20 many pro hac vices; 8/25/20 Memo of Law in Opp.; 9/10/20 FINAL JUDGMENT AND PERMANENT INJUNCTION; Awaiting appeal; 9/16/20 Memo, MOTION to Stay, Appeal to U.S. Sup. Ct.; 9/29/20 Opinion & Order Grant Motion to Stay pending Appeal; 12/18/20 U.S. dismissed case. Victory for U.S. Census <br /><br />9/18/20 Notice of Appeal to SCOTUS; 9/22/20 U.S. 20-366; 9/28/20 Response of New York, et al. to motion submitted; 9/29/20 Reply in Support of Motion by President Trump; 10/6/20 IRLI amicus brief filed; 10/16/20 Set for argument 11/30/20; 1/13/21 U.S. SUPREME COURT OPINION (issued on December 18, 2020) as to (1:20-cv-05770-JMF, 1:20-cv-05781-JMF) Notice of Appeal to the Supreme Court;<br /><br />8/21/20 IRLI amici brief; 10/6/20 IRLI Amicus 20-366; ","Statement as to jurisdiction filed. (Response due October 22, 2020)","10/22/2020","","No","Archive","","01/19/2021 11:48am"
"Tun-Cos, et al. v. Perrotte, et al., 0:18-01451 (4th Cir.) / 1:17-00943 (U.S.D.C. E.D.VA)","A group of Virginia residents who were searched and detained by ICE agents without probable cause or a warrant ","","DistCt denied Defs' MTD 4/5/18; Defs appealed to 4th Cir. 4/24/18; Oral argument held in 4th Cir. 12/11/18, Ct ruled in favor of Defs, reversing DistCt decision and determining that Pltfs cannot collect civil damages 4/26/19; 4th Cir. denied Pltfs' Pet'n for Rehearing En Banc 8/30/19<br /><br />IRLI to watch for appeal to S.Ct by 11/30/19","","","","No","Prospective","2","10/24/2019 3:39pm"
"Ulger v. Barr et al (1:20-cv-02952)","4-10-2020: Civil rights violation alleged. New York Southern District Court, Immigration - Habeas Corpus - Alien Detainee, Cause: 28:1651hc Petition for Writ of Habeas Corpus<br />","","Pending court action","","","","No","Prospective","","04/13/2020 12:24pm"
"United States Department of Homeland Security, Immigration and Customs Enforcement (ICE) v. Kumar (1:20-mc-21009)","Courts > Florida Southern District Court<br />Filed: Mar 06, 2020<br />Nature of Suit: Immigration - Other Immigration Actions<br />Cause: 28:1345 USA Plaintiff","","","","","","No","Prospective","","04/10/2020 12:41pm"
"United States of America v. Facebook Inc., 8 U.S.C. § 1324b PROCEEDING E.I.O.R. ","8 U.S.C. § 1324b PROCEEDING at E.I.O.R. ","","12/3/20 Filed by U.S. Justice Dept. Civ. Rts Div.; ","","","","No","Prospective","","12/04/2020 12:36pm"
"United States v. Carrillo-Lopez, 21-10233 (9th Cir.), 3:20-cr-00026 (D. Nev.) ","Federal Judge (DU) Campi, in Nevada, ruled that the provision that makes reenter the US a felony after being deported is unconstitutional and racist. The Southern Poverty Law Center and two others urged the Ninth Circuit to back a Nevada judge and deem unconstitutional a law that criminalizes reentering the U.S. after deportation, saying the law is steeped in racism and can't be ""cleansed"" by time.<br /><br />SPLC, the Aoki Center for Critical Race and Nation Studies and the Center for Immigration Law and Policy assailed Section 1326 of the federal immigration statute in support of U.S. District Judge Miranda M. Du's August 2021 ruling that the law was created based on a discriminatory purpose and that it disparately impacts Hispanic individuals.<br /><br />","Gina D'Andrea, CCH","6/25/21 Complaint; 8/18/21 JUDGMENT as to Gustavo Carrillo-Lopez (1), Count(s) 1, The indictment (ECF No. 1) is dismissed. The Defendant is acquitted, discharged, and is to be released from federal custody; <br /><br />9th Circuit: 8/19/21 Notice of Appeal; 8/23/21 Notice of Appeal to 9th Cir., Schedule: 9/10/21 Transcript be ordered, 10/12/21 Transcript filed, 11/19/21 App. opening brief due, 12/20/21 Appellee's answering brief to be served; Opt. appellant's reply brief w/in 21 days service of the appellee's brief; 10/24/21 transcript of proceedings; 11/24/21 IRLI brief filed; 12/3/21 IRLI brief; 4/15/22 several amicus briefs; <br /><br />11/24/21 IRLI brief filed 9th cir.; 12/3/21 IRLI amicus brief; ","Appellants’ Brief due 11/19    IRLI Brief in support of appellants due 11/26","11/26/2021","","No","Active","","05/16/2022 12:51pm"
"United States v. Palomar-Santiago, No. 20-437 (U.S.) ","Defense for criminal aliens who re-enter unlawfully. 4/27/21 Several U.S. Supreme Court justices on Tuesday seemed opposed to widening the path to reentry for immigrants who were previously deported for a crime that would no longer merit deportation<br /><br /> ","Gina D'Andrea, CCH","10/5/20 U.S.; 12/7/20 R's Brief; 12/23/20 P's Reply; 1/8/21 Pet. Granted; 2/3/21 Distrib. for conf.; 4/27/21; 3/1/21 Set for argument 4/27; 3/24/21 Resp. brief filed; 4/16/21 Pet. Reply; 4/27/21 Argued; 5/24/21 U.S. refuses entry for deportees - IRLI victory;<br /><br />3/1/21 IRLI Amicus brief; ","","","","No","Archive","","05/24/2021 11:04am"
"University of Oregon et al v. U.S. DHS, 6:20-cv-01127 (D. Or.)","Suit against Foreign student visa requirements, RE: online classes must return to homeland","","7/13/20 Complaint; 7/13/20 Motion for SJ & Motion to Expedite or Accelerate; 7/17/20 Joint Status Rpt; 7/22/20 Scheduling Order- Joint Status by 7/27; 7/29/20 Scheduling Order Joint Status Rpt due 8/7/20; 8/7/20 Joint Status Rpt; 8/26/20 Notice of voluntary dismissal by all P's; 8/27/20 Judgment as per notice of voluntary dismissal","","","","No","Archive","","09/01/2020 5:21pm"
"USA v. Gonzalez-Fierro 10th Cir. 18-2168","2-4-2020: 10th Circuit decision finding the bar to collateral judicial review of criminal reentry convictions in 8 USC 1225(b)(1)(D) is unconstitutional.  The 4th and 9th Circuits made similar rulings last year. Dissenting opinion very helpful setting out the case why Congress constitutionally exempted expedited removal from judicial review in later collateral proceedings, especially its due process analysis. Source: https://www.law360.com/immigration/articles/1241244/10th-circ-nixes-court-review-limits-in-illegal-reentry-case?nl_pk=ac8e1c1a-3a89-41a4-82fa-7650fcfaf1ff&utm_source=newsletter&utm_medium=email&utm_campaign=immigration&read_more=1&attachments=true<br /><br />","Submitted by Michael Hethmon ","Should track this case","","","","No","Prospective","","04/27/2020 1:52pm"
"USA v. Juan Bastide-Hernandez, 0:19-cr-30006 (9th Cir.)","Split 9th Circ. Says Faulty NTA Doesn't Void Deportation Case. Jurisdiction began when notice filed. ","","1/18/2019 Complaint; 2/2/21 District ct is REVERSED, & case REMANDED, D plans to appeal en banc hearing, case term.;  9/12/22 9th Circuit rules that even a faulty deportation case does void a deportation order.","","","","No","Archive","","07/13/2022 5:29pm"
"USA v. King County Washington et al, 2:20-cv-00203 (W.D. Wash.)","2/10/20 United States filed this case challenging King County, Washington Executive Order PFC-7-1-EO, “King County International Airport—Prohibition on Immigration Deportations” (“Executive Order”). https://www.law360.com/articles/1277403/attachments/0 ","","2/10/20 complaint filed; 3/5/20 Answer filed; 3/16/20 Demand Jury Trial; 4/20/20 MINUTE ORDER SETTING TRIAL AND PRETRIAL DATES; Length of Trial: *EIGHT DAYS*. Jury Trial is set for 2/16/2021 at 09:30 AM in Courtroom A before Judge Robert J. Bryan. Joinder of Parties due by 5/20/2020, Expert Witness Disclosure/Reports under FRCP 26(a)(2) due by 8/19/2020, Motions due by 9/28/2020, Discovery completed by 10/19/2020, Dispositive motions due by 11/17/2020, Motions in Limine due by 1/19/2021, Pretrial Order due by 1/29/2021, Pretrial Conference set for 2/5/2021 at 08:30 AM in Courtroom A before Judge Robert J. Bryan. Trial briefs to be submitted by 2/5/2021, Proposed voir dire/jury instructions due by 2/5/2021; 4/22/20 Response; 4/24/20 Reply; 9/1/20 Order; 5/21/21 Schedule Order; 12/17/21 ORDER grant stip. motion for mod: Jury Trial 11/14/22, Expert Witness 5/20/22, Motion due 7/15/22, Discovery 8/8/22, Disp. motions 8/29/21 Motion in Limine 10/13/22, Pretrial order 10/24/22, Pretrial conf. 11/4/22; 5/20/22 Jury trial 10/8/23; 5/23/22 ORDER granting Stip. MOTION for Mod. Minute Order Setting Trial and Pretrial Dates, Jury Trial 3/20/23, Expert Witness Disclosure/Reports due 10/14/22, Motions due 11/3, Discovery completed by 12/19, Dispositive motions due 1/5/23, Motions in Limine due 2/23/2023, Pretrial Order due by 3/3/2023, Pretrial Conf. 3/10/2023, Proposed voir dire/jury instructions due 3/10/2023; <br />","","","","No","Prospective","","05/25/2022 12:12pm"
"USA v. Newsom, 20-cv-00154-RSH-WVG (S.D. Cal.), 19-cv-2491-JLS (S.D. Cal.), 3:20-cv-00154 (S.D. Cal.) ","USA sues Cal. State Newsom for preventing operation of private detention facilities. Title 18 of the U.S. Code on Crimes and Criminal Procedure explicitly states that the Marshals Service may use private contractors to operate detention facilities.<br /><br />","","1/24/20 Complaint; 2/5/20 USA motion for Prelim. Injunct.; 2/14/20 Answer; 3/5/20 Response; 3/12/20 Amicus briefs; 3/27/20 Schedules; 4/9/20 Reply; 4/23/20 Reply; 4/29/20 Motion on the Pleadings 6/18/20; 7/16/20 Minute order; 7/20/20 Order consolidating cases-All future docketing will be done in the lead case 19-cv-2491-JLS(WVG); 10/8/20 PRELIMINARILY ENJOINS Defendants from enforcing A.B. 32 against the USMS's privately contracted detention facilities; 6/24/22 Case transferred, new case #; ","","","","No","Prospective","","06/27/2022 12:08pm"
"USA v. Seizys, et al., 8:14-00409 (U.S.D.C. D.NE) / Dat v. USA, 0:17-03652 (8th Cir.)","South Sudanese citizen (Dilang Dat) claiming U.S. permanent residency facing deportation after guilty plea for robbery conviction in criminal proceedings - post-conviction, he claimed that he was misadvised by counsel regarding the risk of deportation","","Appeal filed to 8th Cir. on DistCt Order denying Mtn to Vacate, Set Aside, or Correct Sentence 12/4/17; Jdgmt and Opinion entered by 8th Cir. Reversing and Remanding to DistCt 2/27/19; DistCt order on 4/17/19 denying Def Dat's Mtn Temp Release; Evidentiary Hearing on Defs' ineffective assistance claim held 9/13/19, Parties' Written Closing Arguments due 10/18/19<br /><br />IRLI to track ongoing status of case in DistCt","","","","No","Prospective","2","10/10/2019 4:00pm"
"USA v. Sineneng-Smith, 19-67 (SCt), 15-10614 (9th Cir.), ","Question presented: Whether the federal criminal prohibition against encouraging or inducing illegal immigration for commercial advantage or private financial gain, in violation of 8 U.S.C. 1324(a)(1)(A)(iv) and (B)(i), is facially unconstitutional?  ","CJH; Co-counsel/Lead is Larry Joseph, Law Office of Lawrence J. Joseph","Cert Pet'n granted 10/4/19; Pet'r Brief filed 12/2/19; Respd't Brief due 1/2/20; Pet'r Reply Brief due 2/1/20; 2/14/20 Pet. reply filed; 2/25/20 Argued; 5/7/20 SCOTUS Judgment VACATED and case REMANDED; case is to be reconsidered shorn of the overbreadth inquiry;<br /><br />IRLI Amicus Suppt Pet'r filed 12/9/19","","","","No","Active","","05/08/2020 1:36pm"
"U.S.A. v. State of California, et al., 19-532 (SCt) / 2:18-00490 (E.D.CA) / 18-16496 (9th Cir.)","Challenge to the constitutionality of SB 54 (Restricts state and local cooperation with federal immigration officials), AB 450 (Prohibits private employers from cooperating with federal immigration agents), and AB 103 (Authorizes state inspection and review of detention facilities housing foreign nationals for the U.S.)<br /><br />*Once decided, should dispose of all JAG Byrne related cases","CJH; Larry Joseph, Law Office of Lawrence J. Joseph","Complaint and Pltf's Mtn Prelim Injunc filed 3/6/18; Defs filed MTD 5/4/18; DistCt Order denying in part, granting in part Def SOC's MTD 7/9/18 - Dismissing Pltf's Supremacy Clause claims against AB 103, SB 54, and California Labor Code Section 90.2 (added by AB 450), Denying dismissal of Pltf's Supremacy Clause claim with respect to California Government Code Sections 7285.1 and 7285.2 and California Labor Code Section 1019.2 (added by AB 450); Pltf appealed to 9th Cir. 8/7/18; Oral Argument held 3/13/19 - On 4/18/19, 9th Cir. Affirmed DistCt denial of Prelim Injunc, denial as to provisions of AB 103, Reversed DistCt denial of U.S. Mtn on CGC S.12532 and Remanded for further proceedings; 9th Cir. denied Appellant Pet'n for Rehearing 6/26/19; DistCt proceedings stayed, Parties filed current JSR 10/29/19;<br />S.Ct: Pltf USA filed Pet'n for Cert to SCt 10/22/19; Response due 12/23/19; 1/2/20 Reply of petitioner United States filed. 4/27/20 planned conference 5/1/2020<br /><br />IRLI filed Amicus Brief in DistCt in Opp to Pltf's Mtn Prelim Injunc 4/6/18; IRLI filed Amicus Brief in 9th Cir. in Suppt Defs' MTD 9/25/18; Larry Joseph submitted Notice and Request for Consent of filing Amicus OBO California municipalities and elected officials (City of Tehachapi, CA) in Suppt Cert Petition to all parties' counsel 11/11/19; IRLI submitted Notice and Request for Consent of filing Amicus OBO IRLI and Nat'l Sheriffs' Assoc in Suppt Cert Petition to all parties' counsel 11/12/19; Amicus (2 Briefs) Suppt Pet'r seeking Cert before SCt filed 11/22/19","","","","No","Active","","05/06/2020 12:07pm"
